Gene,C3,C5,C7,T3,T4,T5
Tmprss3,2,2,4,4,2,1
Ubash3a,1,1,3,1,4,2
Rsph1,14,18,18,26,22,10
Slc37a1,7935,5349,6488,6491,7553,5125
Pde9a,4484,2895,4055,4393,4990,2337
Wdr4,992,648,793,749,724,597
Ndufv3,1985,1455,1802,1736,1736,1691
Pknox1,844,544,622,668,708,450
Cbs,1702,1277,1616,1755,1956,1806
U2af1,1746,1144,1574,1234,1262,963
Cryaa,4,3,0,0,0,0
Sik1,463,253,358,307,367,177
Hsf2bp,52,39,46,71,52,68
Rrp1b,674,435,578,421,532,259
Pdxk-ps,1,1,0,1,0,4
Notch3,391,415,354,392,496,373
Ephx3,9,13,11,10,12,9
Brd4,3884,2874,3416,3399,3735,1843
Gm4432,1,2,3,2,3,6
Akap8,2623,1910,2303,2498,2573,819
Akap8l,998,732,787,867,1064,494
Wiz,2395,1602,1957,1959,1944,1296
Rasal3,77,90,90,75,97,84
A530088E08Rik,2,0,2,1,3,0
Pglyrp2,23,13,14,19,8,14
Cyp4f39,5,7,6,9,17,10
Cyp4f17,122,90,89,138,161,51
Cyp4f16,1807,1124,1474,1488,1673,1656
Cyp4f37,1,0,1,2,1,0
Cyp4f40,2512,1722,2078,2083,2352,1277
Cyp4f15,2,0,0,0,1,3
Zfp871,1940,1254,1522,2071,1875,392
Gm17115,2,1,1,4,3,2
Zfp811,24,13,23,36,45,9
Zfp799,328,194,234,300,329,86
Zfp870,212,176,221,166,217,51
Cyp4f14,4752,2588,3497,3856,3840,3030
Cyp4f13,1094,793,827,958,1081,826
Cyp4f41-ps,20,17,18,21,17,0
Zfp472,193,133,202,183,177,86
Zfp952,335,224,311,273,335,68
Zfp763,116,68,109,150,157,39
Phf8-ps,0,0,0,0,0,0
Zfp563,182,127,146,147,146,48
Morc2b,0,0,0,0,0,0
Olfr55,0,0,0,0,0,0
Olfr239,0,0,0,0,0,0
Olfr1564,0,0,0,0,0,0
Zfp955a,303,192,228,266,257,70
Olfr63,0,0,0,0,0,0
Zfp955b,277,159,190,257,216,67
Zfp81,110,70,85,112,83,37
Zfp101,284,183,271,284,274,52
Actl9,1,0,0,0,3,0
Adamts10,522,436,456,480,725,301
Myo1f,405,589,346,241,322,177
Zfp414,488,320,456,422,487,337
Pram1,36,45,44,33,26,12
Hnrnpm,8164,5476,6632,5630,6120,2120
Marchf2,1405,899,1080,1162,1177,932
Rab11b,3597,2729,3048,3363,3668,2212
Angptl4,107,352,80,59,98,78
Kank3,283,232,208,212,324,166
Rps28,4109,3278,3919,4026,3764,3483
Ndufa7,1899,1193,1550,1545,1609,1706
Cd320,456,312,399,372,406,453
Kifc1,892,546,722,602,487,494
Smim40,0,0,3,0,1,0
BC051226,62,65,69,79,83,52
Daxx,1531,940,1364,1165,1184,943
Zbtb22,1481,912,1219,1287,1424,1330
Gm19412,7,1,3,3,7,4
Tapbp,11342,6591,10176,8222,8746,8335
Rgl2,1687,1174,1290,1401,1638,1236
Pfdn6,806,608,720,550,662,629
Wdr46,799,521,690,640,620,380
B3galt4,335,215,253,247,266,296
Rps18,15004,10342,12641,12396,13469,13117
Vps52,2174,1538,1800,1778,1936,1787
H2-K2,566,397,456,546,742,357
AA388235,13,7,10,6,17,4
H2-K1,84765,32545,70386,61910,62051,64946
Ring1,797,527,702,625,678,632
Mir219a-1,1,0,1,1,4,0
Mir219c,0,0,0,0,0,0
H2-Ke6,857,623,671,673,741,608
Slc39a7,5162,3712,4396,3963,4422,4056
Rxrb,1926,1380,1541,1578,1941,1928
Col11a2,136,80,97,77,107,84
BC051537,1,0,0,0,0,0
H2-Oa,27,8,36,22,20,21
Brd2,7146,5083,6351,6334,7610,4386
H2-DMa,2455,895,2349,1427,1725,2397
H2-DMb2,161,59,173,94,96,79
H2-DMb1,3617,1237,3359,2507,2220,2828
Psmb9,5121,1953,5094,3213,2600,3947
Tap1,10474,4294,12038,8697,6734,10583
Psmb8,8135,3370,7958,5541,4558,6815
Tap2,4756,2407,4753,3727,3331,3713
H2-Ob,61,17,56,48,54,29
H2-Ab1,23766,7255,21359,13469,15158,21983
H2-Aa,24040,6706,21031,14136,14498,13859
H2-Eb1,16948,5482,15955,10440,11164,12050
H2-Eb2,17,4,24,6,4,8
H2-Ea,0,0,0,0,0,2
Btnl2,740,354,705,696,642,325
Btnl1,2456,1395,2346,2161,2112,1675
BC051142,96,47,87,105,111,33
Btnl4,2971,1777,2582,3074,2866,1327
Btnl5-ps,9596,6107,8589,9805,10215,6155
Btnl6,4195,2673,3901,4057,4034,2278
Notch4,702,398,514,687,731,504
Gpsm3,138,176,146,125,176,134
Pbx2,1358,969,1067,1137,1304,918
Ager,45,18,59,48,71,27
Rnf5,2705,1632,2081,1991,2215,1434
Agpat1,4623,3038,3541,3221,3935,2962
Egfl8,85,58,69,56,81,50
Ppt2,1071,669,782,732,823,845
Prrt1,80,72,72,43,73,53
Fkbpl,130,97,122,135,133,107
Atf6b,2387,1576,2103,1719,2095,1962
Tnxb,3595,3215,3145,3236,5371,4352
C4b,6299,5158,6099,4469,5125,4518
Cyp21a1,2,0,0,0,0,0
C4a,44,26,33,39,39,17
Stk19,758,510,653,658,695,503
Dxo,915,578,774,666,777,729
Skiv2l,4113,2650,3473,3281,3737,2968
Mir6971,0,0,0,0,0,0
Mir6970,0,0,0,1,0,0
Nelfe,1144,798,1044,859,972,832
Cfb,5802,4293,4609,4318,4566,4129
Mir6972,0,0,0,0,0,0
C2,1020,481,926,715,733,606
Zbtb12,212,120,197,159,189,123
Ehmt2,6984,4610,5827,6018,7099,6927
Slc44a4,19745,12235,15642,18035,20155,15256
Neu1,5678,3509,3836,4052,5388,5187
1110038B12Rik,1025,597,860,808,901,594
Snord52,87,47,57,57,58,24
Hspa1b,761,607,737,477,732,367
Hspa1a,238,224,242,170,267,196
Hspa1l,116,65,81,73,90,28
Lsm2,580,370,504,359,381,389
D17H6S56E-5,11224,5694,8586,6496,5110,2832
Vars,5683,3996,5127,3966,4417,5245
Vwa7,24,31,35,31,33,29
Sapcd1,7,3,9,8,11,5
Msh5,133,86,90,85,126,60
Clic1,8225,5167,6797,6573,6454,6872
Ddah2,217,168,173,222,211,233
Mpig6b,65,16,32,57,44,23
G6bos,5,7,11,2,2,3
Ly6g6c,97,38,72,87,60,45
Ly6g6d,49,35,46,40,57,31
Ly6g6e,200,96,144,167,168,141
Ly6g6f,6,2,0,1,3,0
Abhd16a,2594,1708,2352,2351,2408,2544
Ly6g5c,1,0,0,0,0,0
Ly6g5b,45,32,55,43,39,27
Csnk2b,729,499,619,611,595,483
Gpank1,344,231,241,269,288,242
Gm20522,8,13,9,20,10,12
D17H6S53E,700,461,564,580,560,468
Apom,3,3,14,5,9,2
Bag6,7641,5472,6561,6077,7239,6815
Prrc2a,14977,10578,12945,11751,13994,11652
Aif1,231,90,222,138,147,149
Lst1,91,47,73,74,72,50
Ltb,95,77,87,51,97,84
Mir6973a,1,1,0,0,0,2
Tnf,386,214,355,158,162,118
Lta,6,10,5,9,5,6
Mir6974,0,0,0,0,0,0
Nfkbil1,392,221,294,303,347,306
Atp6v1g2,123,95,100,116,125,44
Ddx39b,5516,3729,4668,4378,5149,3284
Mir6975,0,1,2,1,3,0
Mir8094,13,11,10,6,15,8
H2-D1,15192,7802,13271,11801,11224,10564
H2-L,0,0,0,0,0,0
H2-Q1,1076,706,1006,1007,1093,664
H2-Q2,5761,3189,5681,5119,5534,4119
H2-Q4,8579,3723,8911,7214,6151,5155
H2-Q5,811,238,808,658,555,434
H2-Q8,0,0,0,0,0,0
H2-Q6,61,17,52,37,31,43
H2-Q7,0,0,0,0,0,0
H2-Q9,0,0,0,0,0,0
H2-Q10,445,338,365,592,699,604
Pou5f1,0,0,0,2,0,0
Tcf19,691,509,530,464,475,256
Cchcr1,890,548,725,702,724,499
Psors1c2,7,3,9,1,7,6
Cdsn,106,103,90,105,86,83
2300002M23Rik,0,0,0,0,0,0
Gm9573,0,0,0,0,0,0
Mucl3,0,0,3,0,0,0
Sfta2,1,0,0,0,0,1
Vars2,1392,915,1040,1032,1174,1169
Gtf2h4,508,319,437,383,435,404
Ddr1,6426,4111,5319,5205,6531,5388
Gm4577,1,0,2,0,0,0
4833427F10Rik,4,2,2,1,9,2
Ier3,424,316,292,255,270,233
Flot1,1867,1226,1635,1619,1826,1565
Tubb5,10975,6957,9012,6991,7298,6722
Mdc1,1268,803,964,948,1056,461
Nrm,488,344,422,358,344,363
Ppp1r18,523,567,455,458,525,405
Dhx16,2428,1615,2025,1897,2027,1383
2310061I04Rik,1623,1128,1373,1468,1571,1175
Atat1,492,358,408,430,471,215
Gm16279,28,9,16,13,20,3
Mrps18b,788,610,746,672,697,419
Ppp1r10,2581,1619,2249,2085,2559,1598
Mir1894,8,2,1,2,6,2
Gm8801,0,1,2,0,2,3
Abcf1,3977,2734,3614,3048,3586,2175
Mir877,0,0,0,0,0,0
Prr3,246,163,222,217,294,135
Gnl1,1425,965,1445,1205,1482,1452
A930015D03Rik,3,0,1,0,0,2
H2-T24,247,141,225,230,188,116
H2-T23,12035,6658,11007,9375,10289,8186
H2-T22,25,17,27,44,27,21
H2-T9,0,0,0,0,0,0
Gm6034,6,2,9,9,12,6
Gm11127,1,0,2,0,1,0
H2-Bl,24,12,45,29,47,34
H2-T-ps,154,47,96,106,100,98
BC023719,0,0,0,0,0,0
H2-T10,483,136,418,312,263,170
Gm7030,25,28,32,35,33,36
Gm10499,56,39,83,42,73,75
2410017I17Rik,0,3,3,2,0,0
Gm8909,259,138,302,257,262,270
Gm6623,11,9,20,9,8,2
H2-T3,1438,1144,1606,1369,1433,829
Rpp21,455,318,461,368,426,279
Trim39,834,570,705,682,735,283
H2-M10.2,0,0,0,0,0,0
H2-M10.1,0,0,0,0,0,0
H2-M10.3,0,0,0,0,0,0
H2-M10.4,0,0,0,0,0,0
H2-M11,0,0,0,0,0,0
H2-M9,0,0,0,4,1,0
H2-M1,0,0,0,0,0,0
H2-M10.5,0,0,0,0,0,0
H2-M10.6,2,3,3,0,0,0
Trim26,3256,2033,2862,2987,2951,1644
Trim15,2089,1775,2285,1247,1260,906
Trim10,16,13,17,10,12,6
Trim40,2754,1889,2591,2245,2237,786
Trim31,4166,2487,3642,3209,3135,1637
1700031A10Rik,1,0,0,0,0,0
Rnf39,415,249,329,387,409,295
Ppp1r11,1101,750,919,747,740,953
Znrd1,436,281,380,367,363,264
Znrd1as,119,64,92,84,104,66
2410137M14Rik,0,2,0,0,3,0
H2-M5,4,1,6,5,4,0
Zfp57,67,88,53,54,104,36
Mog,0,0,0,1,4,0
Gabbr1,880,497,712,794,991,450
Olfr90,0,0,0,0,0,0
Olfr91,0,0,0,0,0,0
Olfr92,0,0,0,0,0,0
Olfr93,0,0,0,0,0,0
Ubd,1742,167,1949,1369,1209,1467
Olfr94,0,0,0,0,0,0
Olfr95,0,0,0,0,0,0
Olfr96,0,0,0,0,0,0
Olfr97,0,0,0,0,0,0
Olfr98,5,0,3,3,2,2
H2-M3,489,231,480,391,347,254
Olfr99,17,4,16,7,11,1
Olfr101,0,0,1,0,0,0
Olfr102,0,0,0,0,0,0
Olfr100,0,0,0,0,0,0
Olfr103,0,0,0,0,0,0
Olfr107,0,0,0,0,0,0
Olfr108,0,0,0,0,0,0
Olfr109,0,0,0,0,0,0
H2-M2,195,97,222,152,177,56
Olfr110,4,1,0,0,0,0
Olfr111,4,1,1,0,3,0
Olfr112,0,0,0,0,0,0
Olfr113,0,0,0,0,0,0
Olfr114,0,0,0,0,0,0
Olfr115,0,0,0,0,0,0
Olfr116,0,0,0,0,0,0
Olfr117,0,0,0,0,0,0
Olfr118,0,0,0,0,0,0
Olfr119,0,0,0,0,0,0
Olfr120,0,0,0,0,0,0
Olfr121,0,0,0,0,0,0
Olfr122,0,0,0,0,0,0
Olfr123,0,0,0,0,0,0
Olfr124,0,0,0,0,0,0
Olfr125,0,0,0,0,0,0
Olfr126,0,0,0,0,0,0
Olfr127,0,0,0,0,0,0
Olfr128,0,0,0,0,0,0
Olfr761,0,0,0,0,0,0
Olfr129,0,0,0,0,0,0
Olfr130,0,0,0,0,0,0
Olfr131,0,0,0,0,0,0
Olfr132,0,0,0,0,0,0
Olfr133,0,0,0,0,0,0
Olfr134,0,0,0,0,0,0
Olfr135,0,0,0,0,0,0
Olfr138,0,0,0,0,0,0
Olfr137,0,0,0,0,0,0
Olfr136,0,0,0,0,0,0
Esp36,0,0,0,0,0,0
Esp34,0,0,0,0,0,0
Esp31,0,0,0,0,0,0
Esp24,0,0,0,0,0,0
Esp23,0,0,0,0,0,0
Esp18,0,0,0,0,0,0
Esp16,0,2,0,0,0,0
Esp15,0,0,0,0,0,0
Rn45s,34721,17502,22396,18780,26803,18621
Rn18s,0,0,0,0,0,0
Esp38,0,0,0,0,0,0
Pgk2,0,0,0,0,0,0
Crisp3,24,22,24,7,10,6
Crisp1,0,0,0,0,0,0
Esp8,0,0,0,0,0,0
Esp6,0,0,0,0,0,0
Gm44501,0,0,0,0,0,0
Esp5,0,0,0,0,0,0
Esp4,0,0,0,0,0,0
Esp3,0,0,0,0,0,0
Esp1,0,0,0,0,0,0
Crisp2,0,1,1,1,0,0
Rhag,4,2,3,2,4,1
9130008F23Rik,458,243,331,276,286,158
Glyatl3,1,2,1,0,2,0
Cenpq,217,123,181,152,112,97
Mmut,1852,1282,1477,1651,1735,538
Ptchd4,2,0,0,1,3,0
Opn5,0,0,0,0,0,0
Adgrf4,3,7,1,0,2,1
Adgrf2,0,0,0,0,1,1
Cd2ap,9361,5894,7164,8396,8669,1745
Tnfrsf21,2656,1693,1807,2147,2483,1343
E130008D07Rik,28,23,30,27,44,6
Adgrf1,162,86,87,118,96,19
Adgrf5,623,502,525,657,739,170
Mep1a,5453,3905,4267,6093,8039,3259
Ankrd66,5,8,4,4,2,4
Pla2g7,431,723,405,318,400,141
1700071M16Rik,13,12,9,10,11,3
Tdrd6,0,0,0,1,0,0
Slc25a27,101,68,90,84,142,31
Cyp39a1,568,391,484,465,526,170
Rcan2,84,59,52,62,111,33
Enpp5,1283,787,996,1249,1264,430
Enpp4,845,533,773,803,794,219
Gm34917,9,11,12,24,16,5
Clic5,7656,4024,6256,7038,7226,2543
Runx2,105,68,100,103,95,25
Supt3,138,99,106,81,101,71
4930564C03Rik,0,1,1,0,0,0
Cdc5l,2141,1445,1909,1830,1890,872
B230354K17Rik,375,304,337,304,355,80
Spats1,28,8,11,11,14,7
Aars2,919,534,744,668,726,724
Tcte1,0,0,0,0,0,0
Tmem151b,18,11,27,15,18,11
Nfkbie,383,299,302,255,287,194
Slc35b2,2206,1353,1811,1727,1750,2225
Hsp90ab1,37767,25475,30170,26490,28490,17062
Slc29a1,1352,936,1105,1010,1141,939
Mymx,0,0,0,0,0,0
Capn11,55,0,44,42,3,0
Tmem63b,4324,2561,3318,3773,4582,3176
Mrpl14,1107,709,871,747,924,1094
BE949265,0,0,0,0,0,0
1600014C23Rik,2,0,1,0,1,1
F630040K05Rik,11,8,6,4,4,1
4930542M03Rik,1,1,0,0,0,0
Vegfa,2651,1930,1929,2531,3119,1414
Mrps18a,740,551,668,577,631,541
Rsph9,45,19,35,42,40,34
Mad2l1bp,708,483,620,534,491,375
Gtpbp2,8666,5569,7512,9212,10128,6139
Polh,346,254,309,305,299,151
Xpo5,1458,1013,1308,1169,1210,678
Mir693,0,0,0,0,0,1
Polr1c,1194,814,917,971,1053,815
Yipf3,3347,2430,2694,2924,3413,3164
Lrrc73,29,17,27,29,28,26
Tjap1,892,629,744,675,798,569
Dlk2,4,5,4,3,7,1
Abcc10,1637,1003,1236,1560,1981,1170
Zfp318,578,374,456,584,672,173
Crip3,1,3,1,0,2,1
Slc22a7,0,0,0,0,1,0
Ttbk1,15,15,19,17,23,17
Dnph1,151,107,144,130,146,113
Cul9,357,298,327,295,378,294
Srf,3035,2066,2543,2434,3168,2479
Mir6976,0,0,2,4,2,3
Ptk7,865,634,648,814,958,777
Klc4,5378,3865,4655,5244,5589,5825
Mrpl2,1585,1021,1171,1215,1232,1381
Cul7,507,456,483,542,678,644
Rrp36,855,594,635,606,683,411
Klhdc3,1949,1239,1590,1566,1735,1765
Mea1,1096,758,952,997,875,975
Ppp2r5d,2056,1493,1808,1606,1858,1427
Pex6,2978,2011,2228,1957,2533,2791
Gnmt,12,25,7,6,19,7
Cnpy3,1071,758,771,730,906,852
Ptcra,0,0,0,0,0,0
2310039H08Rik,391,246,350,395,415,404
Rpl7l1,2187,1456,1860,1477,1743,874
Bicral,1277,817,1009,1047,1295,578
Tbcc,569,346,460,443,505,388
Prph2,0,0,0,0,0,0
Ubr2,3285,2136,2564,3077,3115,1227
Trerf1,196,152,179,151,270,104
Mrps10,698,456,604,570,519,306
Guca1b,21,6,25,17,25,13
Guca1a,56,42,51,48,56,49
1700001C19Rik,3,3,1,1,3,7
AI661453,2742,1646,2397,2388,2933,2198
Taf8,557,380,482,511,634,349
Ccnd3,2055,1488,1576,1295,1646,1555
Bysl,736,543,767,521,606,552
Med20,989,652,804,840,891,458
Gm20517,4,2,0,1,2,1
Usp49,146,87,135,117,105,70
Tomm6,1192,811,1030,927,977,1015
Tomm6os,28,19,26,27,27,12
Prickle4,6,3,4,5,3,1
Frs3,71,39,56,54,114,70
Frs3os,16,10,6,11,15,5
Pgc,0,1,0,1,0,0
Tfeb,710,511,620,604,710,774
Mdfi,47,36,42,48,62,56
Foxp4,4200,2866,3434,3644,4124,3372
1700122O11Rik,1,0,0,0,0,0
A730006G06Rik,0,0,0,0,0,0
1700067P10Rik,0,0,0,0,0,0
9830107B12Rik,1,3,3,5,0,1
A530064D06Rik,5,42,5,1,6,3
Trem1,16,49,4,6,5,2
Trem3,2,10,1,0,0,2
Treml4,28,14,15,19,14,7
Treml2,21,16,9,6,9,2
B430306N03Rik,24,87,12,14,17,18
Trem2,80,305,64,52,84,68
Treml1,3,4,0,0,7,0
Nfya,1208,892,1158,1000,1203,517
Oard1,731,515,620,632,608,353
Apobec2,66,18,38,49,47,22
Tspo2,11,16,10,10,9,5
Unc5cl,754,401,645,699,591,479
Lrfn2,6,8,3,2,8,4
1700008K24Rik,0,0,0,0,0,0
Gm17830,0,0,0,0,0,0
Mocs1,945,641,776,819,886,499
Daam2,479,291,401,426,505,243
Kif6,8,6,5,5,4,1
Gm16555,0,0,0,0,0,0
Rftn1,192,197,121,119,163,86
AY702103,0,0,0,0,1,0
Dazl,4,0,3,5,6,3
Plcl2,2631,1351,2098,2202,2311,1370
Tbc1d5,809,663,653,747,854,284
C330011F03Rik,0,0,0,0,0,0
Satb1,195,127,173,195,259,55
Gm20098,0,0,0,0,0,0
Gm19585,8,2,3,4,2,6
Gm41600,0,0,0,0,0,0
Gm27217,3,4,3,5,13,2
Kcnh8,23,14,22,25,35,11
Efhb,136,106,122,204,91,18
Rab5a,1861,1231,1517,1790,1873,809
Pp2d1,3,4,2,6,0,3
Kat2b,1797,1173,1494,1846,1783,601
Sgo1,408,286,356,336,242,105
4932415M13Rik,0,0,0,0,0,0
Sult1c2,190,207,129,168,234,97
Sult1c1,5,1,2,0,0,1
Slc5a7,45,29,30,52,80,5
1700025K24Rik,0,0,0,0,0,0
St6gal2,5,3,3,4,4,0
Vmn2r118,1,0,0,0,0,0
Pot1b,386,256,293,333,343,75
Adgre4,33,56,21,24,10,3
Zfp119a,93,68,54,124,113,48
Zfp959,127,84,98,123,143,60
Zfp119b,71,45,51,64,67,43
Ebi3,38,27,42,29,38,15
Gm16712,12,8,8,5,9,3
Yju2,228,162,210,163,215,179
Shd,13,6,7,9,21,4
Fsd1,32,16,27,15,28,23
Stap2,3652,2307,3060,3084,3407,2658
Mpnd,1954,1319,1653,1406,1737,2069
Sh3gl1,1544,1089,1244,1124,1332,1033
Chaf1a,743,488,660,509,494,386
Ubxn6,1836,1253,1519,1589,1849,2093
Hdgfl2,1148,822,1052,870,1006,715
Plin4,367,1060,324,254,366,197
Plin5,22,9,18,22,29,28
Lrg1,1782,2211,1401,994,1636,1420
Sema6b,357,276,265,273,375,382
Tnfaip8l1,579,307,356,359,356,273
Mydgf,2289,1533,1803,1483,1557,1680
Dpp9,3029,2365,2723,2395,2654,1695
A230051N06Rik,1,0,0,0,0,0
Mir7b,0,0,0,0,0,0
Fem1a,2367,1832,2106,1781,1949,1716
Ticam1,1553,1011,1293,1192,1281,1324
Plin3,3124,1883,2482,2513,2543,2786
Arrdc5,0,0,0,0,0,0
Uhrf1,2324,1405,2003,1333,1486,1035
Kdm4b,1301,873,1078,1369,1453,1581
Ptprs,2096,2080,1741,1858,2614,1463
Mir6977,0,0,0,0,0,0
Znrf4,1,0,0,0,0,0
Tincr,139,73,99,141,129,97
Safb2,3243,2414,2950,2736,3026,1534
Safb,3475,2636,3169,3171,3278,1639
Micos13,1564,998,1329,1234,1258,1376
Rpl36,7096,5126,6452,5824,6646,8498
Lonp1,3107,2086,2653,2485,2494,2213
Catsperd,11,10,6,17,8,5
Ranbp3,1912,1385,1818,1561,1696,1349
Vmac,500,352,451,503,622,609
Ndufa11,2366,1480,2040,1782,1892,1876
Fut4-ps1,0,0,0,0,0,0
Nrtn,270,145,151,161,223,283
Dus3l,1717,977,1334,1177,1426,1352
Prr22,41,14,36,33,21,39
Rfx2,187,162,132,114,146,91
Acsbg2,0,0,0,0,1,1
Acsbg3,19,12,16,22,35,10
Mllt1,1996,1475,1921,1690,1961,1826
Acer1,1228,749,1093,1116,1294,668
Clpp,930,595,807,661,716,677
Alkbh7,305,249,280,288,310,358
Pspn,8,6,6,11,7,10
Gtf2f1,1875,1207,1548,1344,1400,740
Khsrp,4996,3306,4275,3819,4305,2865
Slc25a41,0,0,2,0,0,0
Slc25a23,819,661,621,661,996,483
Crb3,2706,1733,2267,2194,2311,2439
Dennd1c,836,574,663,754,820,644
Tubb4a,149,89,88,77,130,121
Gm11110,18,11,17,10,13,10
Tnfsf9,32,35,24,12,33,21
Cd70,1,2,0,0,0,0
Tnfsf14,6,18,15,13,9,10
C3,16506,30110,10495,9007,12274,4430
Mir6978,0,0,0,0,0,0
Gpr108,2992,1914,2422,2598,2747,2517
Trip10,2339,1460,2024,1846,2079,1321
Vav1,415,397,388,358,386,223
Adgre1,739,807,644,464,665,328
Vmn2r120,0,0,0,0,0,0
Cntnap5c,0,0,0,1,0,0
Pdzph1,0,0,0,0,0,0
Nudt12os,0,0,0,0,0,0
Nudt12,318,204,241,295,312,82
Efna5,147,129,117,81,168,60
Fbxl17,1141,713,896,1070,1171,450
4930405O22Rik,5,2,4,8,5,1
Fer,439,280,347,337,411,137
1110058D11Rik,0,1,0,0,0,0
Pja2,2109,1270,1725,1919,2081,509
Mir6420,0,0,0,0,0,0
AU016765,0,0,0,0,0,0
Man2a1,3617,2531,2730,3659,3638,1375
Dreh,0,0,0,0,0,0
4930583I09Rik,0,0,0,0,0,0
Tmem232,0,2,0,0,0,0
Vapa,3707,2573,3056,3150,3445,1334
Txndc2,0,1,0,1,0,0
Rab31,527,447,398,553,690,378
Ppp4r1,2681,1861,2292,2629,2688,1301
Ralbp1,4084,2563,3254,3148,3588,2518
Twsg1,2677,1700,2191,2470,2941,988
Ankrd12,638,424,560,827,1075,224
Ndufv2,4255,2671,3509,3327,3283,3192
Washc1,1010,692,850,872,940,775
Ddx11,409,286,328,348,331,130
Mtcl1,307,147,190,254,255,120
Rab12,679,535,565,528,745,280
Themis3,1220,843,831,1175,1451,841
Ptprm,374,252,277,370,466,162
1700016K05Rik,0,0,0,0,0,1
Mir5709,0,1,0,0,0,0
Gm36201,0,0,0,0,0,0
Lrrc30,0,0,0,0,0,0
Lama1,182,84,154,155,161,75
Arhgap28,170,117,140,163,197,61
L3mbtl4,7,4,2,5,7,1
Tmem200c,31,18,34,5,21,16
Epb41l3,2475,1699,2189,2528,2566,787
2410021H03Rik,1,4,1,1,2,1
Zbtb14,574,378,467,507,584,154
C030034I22Rik,93,55,82,83,85,30
Akain1,0,1,0,0,0,0
Dlgap1,36,22,33,28,25,18
Gm41609,15,6,5,12,12,1
Tgif1,1037,713,823,935,932,609
Mir1195,0,0,3,0,0,0
Gm41611,18,7,6,8,10,3
Myl12b,10081,6308,7876,8550,9727,7120
Myl12a,4401,2974,3702,3416,3976,3261
Myom1,812,513,738,647,897,140
Lpin2,2168,1550,2123,2706,2674,1274
Emilin2,237,633,182,136,205,126
4930471L23Rik,0,0,0,0,0,0
Gm4566,2,0,0,1,2,0
Smchd1,1561,906,1178,1200,1196,356
Ndc80,370,230,289,305,193,82
Spdya,14,6,6,11,10,1
Trmt61b,119,84,115,107,126,53
Wdr43,1361,980,1340,1195,1189,310
Snord92,0,0,0,0,0,0
Snord53,9,7,11,8,10,0
Togaram2,18,10,10,5,10,6
Pcare,0,0,0,0,0,0
Clip4,165,112,104,108,133,56
Alk,13,14,17,19,14,6
Ypel5,1038,674,830,1031,1044,498
Gm30375,3,1,0,0,3,0
Lbh,1575,1063,1266,1287,1373,1045
Gm30476,0,0,0,0,2,0
Lclat1,2643,1826,1991,2403,2377,848
E330032C10Rik,0,3,0,0,0,0
Capn13,2100,1091,1640,1302,1316,527
Galnt14,4,4,2,0,3,2
Ehd3,129,95,110,104,127,61
Xdh,6849,4931,7579,7322,6609,3768
Srd5a2,725,319,527,661,564,196
Memo1,839,591,742,777,725,479
Dpy30,818,453,711,568,586,488
Spast,991,654,839,952,1055,388
Slc30a6,645,450,536,540,616,300
Nlrc4,1530,967,1171,1387,1471,385
Yipf4,1427,939,1141,1261,1347,589
Birc6,4380,2614,3422,3629,3696,780
Ttc27,475,314,343,342,376,207
Gm31759,0,0,0,0,0,0
Ltbp1,879,590,799,824,1096,413
Rasgrp3,85,70,62,111,129,29
Fam98a,1340,865,1035,1052,1037,335
Gm4710,0,0,0,0,0,0
Gm32282,11,5,5,0,5,3
Crim1,2080,1286,1582,2048,2473,973
Fez2,1146,805,985,1020,1124,661
Vit,24,54,34,37,44,15
Strn,2088,1303,1585,1971,1954,592
Heatr5b,1197,812,1031,1120,1071,426
Gpatch11,480,323,371,376,423,199
Gm6548,1030,759,969,877,803,200
Eif2ak2,2263,1657,2220,2374,2034,540
Sult6b1,4,5,12,14,6,3
Cebpzos,114,103,86,96,119,123
Cebpz,867,571,783,668,740,231
Ndufaf7,543,353,446,486,520,174
Prkd3,777,495,513,637,687,180
Qpct,148,110,133,117,207,59
Cdc42ep3,653,379,443,473,424,209
Gm17315,10,4,0,9,3,2
4930429F11Rik,0,0,0,0,0,0
Gm10494,8,12,2,4,9,1
Rmdn2,99,89,97,117,129,50
Cyp1b1,88,408,45,17,10,13
Atl2,3074,1784,2315,2609,2506,1036
Hnrnpll,2092,1329,1705,1708,1709,716
Galm,1130,766,907,941,1227,384
Gm51284,0,0,0,0,0,0
Srsf7,3061,1977,2592,2256,2535,1147
Ttc39d,0,0,0,0,0,0
Gemin6,201,123,171,110,109,45
Dhx57,843,588,731,747,887,263
Morn2,52,39,48,43,47,44
Arhgef33,4,5,3,1,6,4
Gm10190,1,2,0,1,1,3
Sos1,1240,855,889,1187,1150,384
Cdkl4,6,8,9,11,6,4
Map4k3,2473,1564,1982,2220,2567,806
C230072F16Rik,0,0,2,0,0,0
Tmem178,25,13,24,15,13,15
Thumpd2,94,97,79,91,113,18
Slc8a1,1546,1300,1562,1833,2176,603
Gm19689,0,0,0,0,0,0
Pkdcc,2638,1942,2392,2495,2948,2867
Eml4,2604,1716,2131,2444,2313,662
Cox7a2l,4080,2761,3622,3527,4396,2747
Kcng3,6,0,7,4,4,1
Mta3,1410,924,1280,1299,1264,766
Gm46597,4,2,3,2,1,0
Haao,26,8,7,19,14,22
C430042M11Rik,115,49,77,81,90,36
1810073O08Rik,12,12,16,6,13,3
